"","taxonomy1","taxonomy2","taxonomy3","taxonomy4","taxonomy5","taxonomy6","taxonomy7"
"348227","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"194832","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"177207","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"191241","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"191716","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"259154","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"195408","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"531052","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__"
"195404","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"161899","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"4440335","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Christensenellaceae","g__","s__"
"16477","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"4338156","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"515640","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__"
"193161","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"3221787","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","s__"
"182274","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__"
"305329","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","s__"
"182271","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"1053898","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__[Tissierellaceae]","g__Peptoniphilus","s__"
"341765","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__"
"199077","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__"
"518372","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Faecalibacterium","s__prausnitzii"
"199070","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"1109623","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Hafnia","s__alvei"
"187998","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"3424188","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Lachnospira","s__"
"306124","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Mitsuokella","s__multacida"
"190599","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__"
"305141","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__","s__"
"182317","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"333465","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"190595","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"400739","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","s__"
"4451906","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"4451907","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","s__"
"4451901","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__[Mogibacteriaceae]","g__","s__"
"199212","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"198031","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"198034","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Lachnospira","s__"
"554436","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Faecalibacterium","s__prausnitzii"
"2365398","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Faecalibacterium","s__prausnitzii"
"179148","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"179149","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__"
"175445","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__"
"185594","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"185597","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"185840","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"18619","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"4393962","k__Bacteria","p__TM7","c__TM7-3","o__","f__","g__","s__"
"176862","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"4426873","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Parabacteroides","s__"
"186168","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"495451","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Porphyromonas","s__"
"4473129","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Haemophilus","s__parainfluenzae"
"332731","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"332732","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"4429301","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"321902","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"2379148","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__","s__"
"351063","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"296442","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__copri"
"296441","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"4428929","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__caccae"
"182861","k__Bacteria","p__Firmicutes","c__Clostridia","o__","f__","g__","s__"
"345846","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","s__"
"194380","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"316728","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"189559","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","s__"
"4337070","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Dysgonomonas","s__"
"4360486","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Roseburia","s__faecis"
"191874","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__"
"191872","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"537548","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"178238","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__"
"749798","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"178541","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"4452107","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"847427","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__[Odoribacteraceae]","g__Odoribacter","s__"
"180640","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"184083","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"184084","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"194626","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"330469","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"339504","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"189235","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"336708","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"183738","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"192370","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"180421","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"307154","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__copri"
"319810","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__"
"266726","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__"
"356758","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"182483","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__[Eubacterium]","s__biforme"
"567961","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__"
"174930","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Christensenellaceae","g__","s__"
"4297161","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__"
"186452","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"4426998","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__","s__"
"4420272","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"354283","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"180736","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"192741","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"3702906","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus"
"192746","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"192749","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"185062","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"2544963","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"185068","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"157414","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Faecalibacterium","s__prausnitzii"
"4341534","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"216550","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__","s__"
"1146771","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Christensenellaceae","g__Christensenella","s__"
"352878","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Christensenellaceae","g__","s__"
"534957","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__","s__"
"186906","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"196087","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__"
"196082","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"196083","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"205615","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"1803030","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__"
"199686","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__","s__"
"199681","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"349963","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"134517","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"191052","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"328659","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"337735","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","s__"
"191502","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"2280817","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__copri"
"210768","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"335887","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Leuconostocaceae","g__Leuconostoc","s__"
"198625","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"198626","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"190453","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"329650","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__copri"
"199534","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__","s__"
"295153","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"357168","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"367092","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"198489","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"336281","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Sutterella","s__"
"4481719","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"2985051","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__","s__"
"187505","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","s__"
"187504","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"4094259","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"4366089","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__"
"113417","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__","s__"
"331253","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"3867172","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__","s__"
"367542","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__"
"174654","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__bromii"
"4311535","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","s__"
"322798","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__","s__"
"269937","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__stercorea"
"48084","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"178930","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Christensenellaceae","g__","s__"
"263366","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"315846","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__[Barnesiellaceae]","g__","s__"
"114964","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__vaginalis"
"565338","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"305946","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"208739","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Faecalibacterium","s__prausnitzii"
"112891","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Sutterella","s__"
"175650","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"237444","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__"
"4390330","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__"
"175308","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"178064","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"525458","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"327969","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"194015","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"299620","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"369027","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"197105","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__[Eubacterium]","s__biforme"
"197107","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Lachnospira","s__"
"365492","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Roseburia","s__"
"3301187","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"3301181","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"188333","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus"
"302880","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__"
"181903","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"319153","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__"
"196314","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"196315","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__SMB53","s__"
"196312","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"308309","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__","s__"
"351231","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__fragilis"
"196318","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"1950496","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"4417325","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"16340","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"357765","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"296165","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"296166","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__perfringens"
"72420","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"950828","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__","s__"
"360717","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"177224","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"177222","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"196271","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"196270","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"4465746","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__SMB53","s__"
"92874","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Actinomyces","s__"
"3465915","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__"
"292399","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"288810","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"2576209","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Eubacteriaceae","g__Pseudoramibacter_Eubacterium","s__"
"297143","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__","s__"
"149335","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Mitsuokella","s__"
"326482","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__copri"
"366716","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"3009852","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Parabacteroides","s__"
"311370","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__"
"331881","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__","s__"
"4366867","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__"
"4339145","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__","s__"
"4339144","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__[Odoribacteraceae]","g__Butyricimonas","s__"
"180366","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"153978","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Streptophyta","f__","g__","s__"
"592925","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__copri"
"2006243","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__"
"181016","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__"
"2498994","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__"
"4309927","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__"
"617739","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__","s__"
"358343","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__"
"4476527","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Faecalibacterium","s__prausnitzii"
"3413566","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__"
